ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,monthly_revenue,monthly_margin,CLV_60_months,survival_probability_12m,churn_risk_12m,CLV_12_months,valuable_customer,at_risk_customer,valuable_and_at_risk
504,Zone 2,8,22,Unmarried,3,25,College degree,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,802.5044936760696,0.7397217067414171,0.26027829325858287,283.8651305302153,False,True,False
505,Zone 1,3,31,Married,4,22,Did not complete high school,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,374.41120509385746,0.6536493525205628,0.3463506474794372,147.98448872886664,False,True,False
506,Zone 2,32,54,Unmarried,6,155,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,603.2830844885841,0.8881878686220762,0.11181213137792378,173.88041668699069,False,False,False
507,Zone 1,49,54,Unmarried,24,30,High school degree,No,Male,No,No,Yes,E-service,No,0,35,22.75,1026.5124956398017,0.978594882882645,0.021405117117355044,256.41568207951025,True,False,False
508,Zone 2,2,28,Unmarried,7,46,Some college,No,Female,No,No,No,Total service,No,0,60,39.0,1437.826836437461,0.9033420438309248,0.09665795616907524,424.0638564041066,True,False,False
509,Zone 1,39,47,Unmarried,1,68,College degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,809.2468323439277,0.8675052557503855,0.1324947442496145,240.35136543267987,False,False,False
510,Zone 1,42,33,Unmarried,2,67,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,857.3859197548188,0.8951311196261851,0.10486888037381492,244.43641904320776,False,False,False
511,Zone 1,28,36,Unmarried,3,69,Some college,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1362.3339206012517,0.858745677932187,0.14125432206781297,409.8113611271785,True,False,False
512,Zone 2,41,46,Married,14,47,High school degree,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1659.4412397975445,0.9524207999342945,0.047579200065705485,433.2583778898371,True,False,False
513,Zone 3,67,50,Married,31,83,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,1052.9714817197407,0.9892095261862442,0.010790473813755752,257.88077660640886,True,False,False
514,Zone 1,38,40,Unmarried,15,34,High school degree,No,Female,No,Yes,No,E-service,No,0,35,22.75,853.6846957412271,0.8931339476129435,0.10686605238705649,244.1481228201075,False,False,False
515,Zone 2,18,38,Unmarried,8,45,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1172.568914521113,0.7848441293996061,0.21515587060039387,390.41232743753426,True,True,True
516,Zone 2,6,42,Married,17,29,High school degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1690.058514548391,0.969742192459565,0.030257807540435055,438.1963509311421,True,False,False
517,Zone 2,4,36,Unmarried,0,21,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,441.88504378679454,0.7385128080573128,0.2614871919426872,158.0611961917673,False,True,False
518,Zone 1,13,23,Married,3,30,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1038.4000103836634,0.7241291197646794,0.2758708802353206,373.7706083324424,True,True,True
519,Zone 1,20,35,Unmarried,0,78,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1052.978189525181,0.7323009964016859,0.2676990035983141,376.06667707926573,True,True,True
520,Zone 1,34,49,Married,27,61,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1339.446341979369,0.9856834542350101,0.014316545764989863,330.973342166638,True,False,False
521,Zone 1,46,29,Married,4,90,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1287.5293054065103,0.8323229203306025,0.1676770796693975,403.00039720973126,True,False,False
522,Zone 1,48,41,Unmarried,21,43,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,981.2060244391158,0.9583027340290855,0.0416972659709145,253.55734481235893,False,False,False
523,Zone 3,69,61,Married,12,301,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1282.9666321097,0.9653852019396746,0.034614798060325414,327.266610971706,True,False,False
524,Zone 1,32,34,Married,7,32,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,578.453907948736,0.8678418673799104,0.13215813262008957,171.72067259983936,False,False,False
525,Zone 1,29,29,Unmarried,9,41,High school degree,No,Male,No,No,Yes,E-service,No,0,35,22.75,865.5172676590056,0.9002271129687419,0.09977288703125808,245.22020756024025,False,False,False
526,Zone 3,55,52,Unmarried,22,127,Did not complete high school,No,Female,Yes,No,No,E-service,No,0,35,22.75,984.7559568512265,0.9597021733765675,0.04029782662343251,253.74699437894867,False,False,False
527,Zone 3,72,60,Married,36,271,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1368.4901925896042,0.9936960246140389,0.006303975385961058,332.3566451237547,True,False,False
528,Zone 3,29,26,Unmarried,1,32,Some college,No,Female,Yes,No,No,Basic service,Yes,1,25,16.25,427.37951994418444,0.7221898767800367,0.27781012321996335,155.60733569611105,False,True,False
529,Zone 2,50,25,Married,1,36,College degree,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1411.2274850932677,0.875885395072169,0.124114604927831,414.1668276237785,True,False,False
530,Zone 3,35,50,Married,11,293,Some college,No,Male,No,No,No,Basic service,Yes,1,25,16.25,653.5465742621317,0.9263897907789058,0.07361020922109418,177.86593130482584,False,False,False
531,Zone 3,11,63,Unmarried,9,41,Some college,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,540.5695023787019,0.8372937319098827,0.16270626809011735,168.62790874939174,False,False,False
532,Zone 1,9,29,Unmarried,9,39,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,472.35403938750767,0.7689773755803581,0.23102262441964194,161.04324169815766,False,True,False
533,Zone 2,51,48,Unmarried,27,58,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,1295.1832989159568,0.9701355244154911,0.029864475584508887,328.14809392217353,True,False,False
534,Zone 1,33,34,Married,2,28,Did not complete high school,No,Female,No,Yes,No,E-service,No,0,35,22.75,801.4686674326199,0.8628062368039606,0.13719376319603938,239.6543213816294,False,False,False
535,Zone 1,25,20,Unmarried,0,15,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,925.4379702412891,0.8102953279663071,0.1897046720336929,297.88148871127464,False,True,False
536,Zone 3,31,34,Unmarried,9,105,College degree,No,Female,No,No,No,Plus service,No,0,45,29.25,1113.9167227607368,0.9005495786234765,0.09945042137652349,315.3322507893897,True,False,False
537,Zone 2,67,40,Married,10,80,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1469.846668400144,0.8953380988698132,0.10466190113018681,419.08246723000264,True,False,False
538,Zone 3,55,45,Unmarried,8,36,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1133.222010972739,0.9081226990420246,0.09187730095797542,316.7083674655007,True,False,False
539,Zone 3,19,50,Unmarried,7,112,College degree,No,Female,Yes,No,No,Total service,No,0,60,39.0,1529.332226743752,0.9165528997643309,0.08344710023566915,424.6373883552283,True,False,False
540,Zone 1,39,34,Married,11,55,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1371.4543375555872,0.8620077178033257,0.13799228219667425,410.6251654688221,True,False,False
541,Zone 2,52,35,Married,8,40,College degree,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1141.5675163163885,0.9115854399388299,0.0884145600611701,317.35809591731515,True,False,False
542,Zone 3,55,37,Married,15,23,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1245.6907539227411,0.952241424394352,0.047758575605648,324.88250796849184,True,False,False
543,Zone 2,25,62,Unmarried,27,28,College degree,Yes,Female,Yes,No,Yes,Total service,Yes,1,60,39.0,1766.793340496561,0.9819013507065151,0.018098649293484925,440.4509057549743,True,False,False
544,Zone 3,33,58,Unmarried,12,21,High school degree,Yes,Female,No,No,No,Basic service,No,0,25,16.25,642.9444872552313,0.9187507153462625,0.08124928465373749,177.0794142558033,False,False,False
545,Zone 2,48,35,Unmarried,5,63,College degree,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,1112.2542911850696,0.8993331633218141,0.10066683667818588,315.0618429611755,True,False,False
546,Zone 2,48,31,Married,12,52,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1381.6813283795984,0.8658174545092981,0.13418254549070185,411.6057153251237,True,False,False
547,Zone 2,49,57,Unmarried,3,189,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,614.7306681863624,0.896884817856319,0.10311518214368098,174.77785436089806,False,False,False
548,Zone 3,54,32,Married,0,50,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,1137.2212100788274,0.9097799478246623,0.09022005217533768,317.0190419816068,True,False,False
549,Zone 1,45,32,Married,9,23,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,592.9943079853044,0.879787575445974,0.12021242455402603,172.98087320132726,False,False,False
550,Zone 3,4,37,Married,1,33,High school degree,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,392.6645533261653,0.6769501839753259,0.3230498160246741,150.6168209622211,False,True,False
551,Zone 3,49,27,Married,3,29,Some college,No,Female,Yes,Yes,No,E-service,Yes,1,35,22.75,750.5827981886283,0.8322570074122693,0.16774299258773073,235.08106856482712,False,False,False
552,Zone 2,23,35,Unmarried,2,96,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1098.2308046010096,0.7533226617223033,0.24667733827769667,381.87342609184464,True,True,True
553,Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,912.6510506364089,0.9255242022026892,0.07447579779731084,248.90304973233845,False,False,False
554,Zone 2,55,44,Married,2,68,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1209.1067313783299,0.9384422833102722,0.06155771668972776,322.34526887387347,True,False,False
555,Zone 1,9,28,Unmarried,7,30,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,453.6229783524288,0.7482355611987771,0.2517644388012229,158.64506368990175,False,True,False
556,Zone 2,55,57,Married,25,34,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,715.3743115057786,0.967377415662452,0.032622584337548055,182.02354850507913,False,False,False
557,Zone 1,34,30,Unmarried,3,35,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,970.8187307257347,0.8340425725690797,0.16595742743092035,302.55539138887923,False,False,False
558,Zone 1,10,23,Unmarried,4,36,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,943.8064844786808,0.8221984869928021,0.17780151300719793,300.6059026920272,False,True,False
559,Zone 2,62,76,Unmarried,20,35,Some college,Yes,Female,No,No,No,E-service,No,0,35,22.75,1054.8120150627522,0.9900288152194007,0.00997118478059933,257.99640071249905,True,False,False
560,Zone 2,51,36,Unmarried,13,62,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1344.6835342903576,0.8531319919293731,0.14686800807062694,408.3720020527716,True,False,False
561,Zone 1,65,48,Unmarried,28,94,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,1021.823067785136,0.976122120994948,0.023877879005052005,256.0554720616517,True,False,False
562,Zone 3,53,33,Unmarried,1,60,Did not complete high school,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1387.571617542569,0.8680051765496113,0.1319948234503887,412.17001225514065,True,False,False
563,Zone 1,23,35,Unmarried,4,118,High school degree,No,Male,Yes,Yes,No,Basic service,Yes,1,25,16.25,372.3179054412024,0.6556115701015939,0.3443884298984061,147.74020476222097,False,True,False
564,Zone 3,1,30,Unmarried,3,135,College degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,279.45589929853173,0.5123500741043202,0.4876499258956798,130.29842471914316,False,True,False
565,Zone 3,66,55,Unmarried,20,80,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1290.5859572795587,0.968118851345012,0.031881148654988034,327.7653174306111,True,False,False
566,Zone 3,8,27,Married,0,21,Some college,No,Female,No,Yes,No,E-service,No,0,35,22.75,687.6119149386258,0.7896740232142325,0.21032597678576748,228.85221971426125,False,True,False
567,Zone 3,18,28,Married,3,22,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,512.7246366646725,0.8088675299705204,0.19113247002947964,165.35437508224277,False,True,False
568,Zone 3,36,32,Married,3,63,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,802.1310386077956,0.8632223555244452,0.13677764447555485,239.7136009312944,False,False,False
569,Zone 1,13,40,Unmarried,16,142,High school degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,579.2279729350571,0.8714028679186385,0.12859713208136148,172.26613446626658,False,False,False
570,Zone 3,4,44,Unmarried,15,32,Some college,No,Female,Yes,Yes,Yes,Plus service,Yes,1,45,29.25,946.958229637706,0.8308231440646753,0.16917685593532472,303.4387776975772,False,True,False
571,Zone 3,20,32,Unmarried,10,19,Some college,No,Male,No,Yes,No,E-service,No,0,35,22.75,748.4078521587141,0.8295313785596032,0.17046862144039676,234.66609846075818,False,True,False
572,Zone 1,66,39,Married,12,60,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1476.7745829726136,0.8975099099104542,0.1024900900895458,419.6256584339118,True,False,False
573,Zone 3,67,47,Married,7,97,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1250.9620920389457,0.9539142432580769,0.046085756741923056,325.1765979847915,True,False,False
574,Zone 1,11,24,Married,0,31,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,990.8873043817541,0.7006427104759451,0.29935728952405494,367.1579321730043,False,True,False
575,Zone 1,6,26,Unmarried,7,30,Some college,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,310.1490510585188,0.5609477505227869,0.4390522494772131,135.49298755925957,False,True,False
576,Zone 2,13,23,Married,4,31,Did not complete high school,No,Female,Yes,Yes,No,Basic service,No,0,25,16.25,326.7273479800418,0.5896979100122406,0.4103020899877594,139.37701734977173,False,True,False
577,Zone 2,2,29,Married,3,44,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1059.596884448296,0.7426518167237773,0.25734818327622266,382.3214801458364,True,True,True
578,Zone 1,4,40,Unmarried,12,38,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,555.4447765712707,0.8592431913268254,0.14075680867317464,171.6510859825294,False,False,False
579,Zone 1,34,63,Married,10,23,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1590.8318150756463,0.9331635079771284,0.06683649202287156,428.56214155913005,True,False,False
580,Zone 1,13,34,Married,6,37,Some college,No,Male,No,No,No,Plus service,No,0,45,29.25,1168.098334664278,0.9276234603177758,0.07237653968222424,320.71553975408824,True,False,False
581,Zone 2,37,40,Married,14,26,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,991.563149897221,0.963721263198925,0.03627873680107496,254.34762486133897,False,False,False
582,Zone 1,45,30,Married,8,38,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1168.2565280200954,0.9226106519124072,0.07738934808759279,319.4251674047985,True,False,False
583,Zone 2,71,70,Unmarried,30,153,Some college,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1355.7357523398025,0.9897585989525474,0.010241401047452636,331.6569681982978,True,False,False
584,Zone 1,35,40,Unmarried,5,49,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,550.365320382545,0.8438327751460993,0.15616722485390067,169.14449274275202,False,False,False
585,Zone 3,44,41,Unmarried,21,51,Some college,No,Male,No,Yes,No,Basic service,No,0,25,16.25,554.6520546283366,0.8479797360868506,0.15202026391314938,169.5967838353338,False,False,False
586,Zone 3,44,45,Married,19,88,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1295.581599419477,0.9705742169915299,0.029425783008470097,328.24052908888655,True,False,False
587,Zone 1,26,41,Married,20,19,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,656.820842114471,0.9297253633625576,0.07027463663744238,178.24343681344152,False,False,False
588,Zone 2,42,46,Married,9,31,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,636.1134619048471,0.9131916939198842,0.0868083060801158,176.48456767035736,False,False,False
589,Zone 2,41,47,Married,6,90,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,552.6761755380015,0.8461228121700854,0.15387718782991455,169.39472701769716,False,False,False
590,Zone 1,31,24,Married,3,14,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,520.6847126793805,0.8168597165370323,0.18314028346296773,166.21348002576056,False,True,False
591,Zone 3,62,63,Unmarried,43,341,High school degree,No,Male,Yes,Yes,No,Plus service,Yes,1,45,29.25,1296.098269892955,0.9701273404839871,0.029872659516012923,328.1330224271561,True,False,False
592,Zone 1,12,23,Married,2,24,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1016.0214266302356,0.7131971121955121,0.2868028878044879,370.70621932490263,False,True,False
593,Zone 2,45,49,Married,27,81,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1335.7189720739948,0.9839679390676784,0.016032060932321568,330.64601007459,True,False,False
594,Zone 1,47,34,Married,4,63,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,582.4855805660231,0.8713379233819745,0.12866207661802553,172.0874029302516,False,False,False
595,Zone 2,23,22,Married,1,27,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1037.4005313951407,0.8665124989234655,0.1334875010765345,308.8936855337369,True,False,False
596,Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1201.0128100211066,0.7987125896317158,0.20128741036828424,394.1859408463762,True,True,True
597,Zone 2,19,26,Unmarried,2,48,Some college,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,880.0837599063972,0.7852511732916053,0.21474882670839468,292.88481861790143,False,True,False
598,Zone 1,13,54,Unmarried,12,121,College degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1262.2351159688835,0.963604843044436,0.036395156955563945,327.25121312108774,True,False,False
599,Zone 2,5,33,Unmarried,6,39,Some college,No,Male,No,No,Yes,Total service,Yes,1,60,39.0,1468.1312665883715,0.9063348054932083,0.09366519450679167,423.40519267709976,True,False,False
600,Zone 2,11,19,Unmarried,0,21,High school degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,371.34070366997344,0.6487666824765663,0.3512333175234337,146.7035258722943,False,True,False
601,Zone 3,4,32,Unmarried,2,53,College degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,431.2513446337728,0.7256991546333775,0.27430084536662247,156.5399263545789,False,True,False
602,Zone 3,17,42,Unmarried,8,58,Did not complete high school,No,Male,Yes,Yes,No,E-service,Yes,1,35,22.75,718.3058386225157,0.8092766906673581,0.19072330933264192,231.57142735859435,False,True,False
603,Zone 2,7,27,Unmarried,3,39,Some college,No,Male,No,No,Yes,Basic service,Yes,1,25,16.25,415.4759165376223,0.7040441027367089,0.2959558972632911,153.5319701888159,False,True,False
604,Zone 1,19,65,Unmarried,3,108,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1258.2029155961081,0.9602273935891269,0.0397726064108731,326.5207394502951,True,False,False
605,Zone 2,32,34,Married,0,38,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,900.6631509520258,0.9191194928808066,0.08088050711919337,247.96887344533346,False,False,False
606,Zone 2,53,51,Unmarried,31,245,College degree,No,Male,No,No,No,E-service,No,0,35,22.75,1036.718139291264,0.9827947645175453,0.017205235482454673,256.9976852656384,True,False,False
607,Zone 1,51,38,Unmarried,19,51,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1159.9560081297843,0.9191129231398526,0.0808870768601474,318.76460769979593,True,False,False
608,Zone 1,35,34,Unmarried,7,78,College degree,No,Female,No,No,No,Basic service,No,0,25,16.25,536.9116021354953,0.8319260634537744,0.1680739365462256,167.8578837953638,False,False,False
609,Zone 1,3,31,Married,4,23,College degree,No,Male,Yes,No,Yes,Total service,Yes,1,60,39.0,1436.9256366321308,0.8999819334902222,0.10001806650977785,422.63512828498955,True,False,False
610,Zone 1,22,48,Unmarried,7,88,College degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,478.412844590234,0.7748090984387931,0.2251909015612069,161.53878832998282,False,True,False
611,Zone 3,17,21,Married,0,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1008.4775711899734,0.8533730015634541,0.14662699843654592,306.44134365943006,False,False,False
612,Zone 2,68,39,Unmarried,20,73,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,973.7094329079366,0.9542453529798735,0.04575464702012655,252.9616650768161,False,False,False
613,Zone 2,27,41,Married,7,62,College degree,No,Female,No,No,No,Plus service,No,0,45,29.25,1216.028412178202,0.9429077762158748,0.05709222378412515,323.2676718855745,True,False,False
614,Zone 3,68,52,Married,8,456,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1274.078584336652,0.9622504654739459,0.03774953452605412,326.6971580360313,True,False,False
615,Zone 3,56,42,Married,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1242.289545085583,0.9509539718974234,0.04904602810257663,324.64529585871423,True,False,False
616,Zone 3,11,32,Unmarried,8,23,High school degree,No,Female,No,Yes,No,Basic service,No,0,25,16.25,372.58015175815564,0.6503738568507558,0.34962614314924423,146.90097465275795,False,True,False
617,Zone 3,5,47,Unmarried,7,46,Did not complete high school,No,Female,No,No,Yes,Basic service,Yes,1,25,16.25,560.784225729345,0.8622270999533537,0.13777290004664633,171.79994185860778,False,False,False
618,Zone 3,16,50,Unmarried,5,263,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1184.6321320310165,0.9330592894536233,0.06694071054637674,321.6197317432832,True,False,False
619,Zone 2,59,30,Unmarried,2,34,College degree,No,Female,Yes,No,No,E-service,No,0,35,22.75,817.3112922577873,0.8727761563736056,0.12722384362639438,241.1443648126006,False,False,False
620,Zone 1,60,64,Unmarried,14,33,High school degree,Yes,Male,Yes,No,Yes,Total service,No,0,60,39.0,1693.7897556045154,0.961084630406338,0.03891536959366204,435.32275731627215,True,False,False
621,Zone 3,55,47,Unmarried,11,37,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1215.3200305906682,0.9408242217603937,0.05917577823960629,322.7845689299527,True,False,False
622,Zone 1,18,56,Unmarried,22,296,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,675.3719605571875,0.9446354313635358,0.05536456863646422,179.83469812246702,False,False,False
623,Zone 2,16,22,Unmarried,0,26,Some college,No,Female,No,No,No,E-service,Yes,1,35,22.75,742.1110229000618,0.8257631484746822,0.17423685152531776,234.13994562199852,False,True,False
624,Zone 1,35,57,Married,32,47,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,1035.186845504516,0.9829266518400781,0.017073348159921897,257.04082258364235,True,False,False
625,Zone 3,31,23,Married,1,31,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1139.2758418052042,0.7724317043320007,0.2275682956679993,387.1288550315526,True,True,True
626,Zone 2,20,49,Married,5,264,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,619.4939853148592,0.9025425922618536,0.09745740773814637,175.45655565262282,False,False,False
627,Zone 2,16,27,Unmarried,5,41,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,997.4451287419478,0.7049778729826501,0.29502212701734987,368.3775859354326,False,True,False
628,Zone 2,69,48,Married,27,55,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1328.8975065828938,0.9811123123986218,0.018887687601378156,330.1099561229456,True,False,False
629,Zone 3,69,66,Married,31,49,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,740.6172161944232,0.9825025914476796,0.017497408552320404,183.5331750176346,False,False,False
630,Zone 2,27,24,Married,3,26,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,25,16.25,513.0745556119865,0.8094185661945649,0.19058143380543513,165.39339194139225,False,True,False
631,Zone 3,48,39,Unmarried,20,110,College degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1224.6152627918696,0.9445800267832503,0.05541997321674974,323.4871349513373,True,False,False
632,Zone 1,18,52,Married,20,66,Did not complete high school,No,Female,No,Yes,Yes,Basic service,No,0,25,16.25,612.3294433837984,0.8973288388744618,0.1026711611255382,174.9304650516671,False,False,False
633,Zone 2,24,40,Married,4,39,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1189.4229357713004,0.9329229307258243,0.06707706927417567,321.45245335248666,True,False,False
634,Zone 2,17,42,Unmarried,6,31,High school degree,No,Male,Yes,No,No,Total service,Yes,1,60,39.0,1435.0727971803592,0.8858553119978979,0.11414468800210209,416.9519712751065,True,False,False
635,Zone 2,9,24,Married,3,26,College degree,No,Female,No,No,Yes,Basic service,No,0,25,16.25,473.30750074842075,0.7700138328990721,0.2299861671009279,161.16226182439559,False,True,False
636,Zone 2,15,46,Unmarried,5,232,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1208.5066161910433,0.800064646730564,0.199935353269436,394.5700306276639,True,True,True
637,Zone 1,62,37,Married,10,43,College degree,No,Female,No,No,No,E-service,No,0,35,22.75,967.8841104330667,0.951602164759604,0.04839783524039598,252.58920113547447,False,False,False
638,Zone 1,9,41,Unmarried,12,39,College degree,No,Male,Yes,Yes,No,Basic service,Yes,1,25,16.25,375.9071490463415,0.65404853437895,0.34595146562104995,147.36037154147598,False,True,False
639,Zone 2,71,41,Married,10,73,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1242.369107146347,0.950697052305761,0.04930294769423904,324.5850354617016,True,False,False
640,Zone 2,62,59,Married,37,74,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1370.0244059133254,0.9942631801438603,0.005736819856139719,332.46058488573937,True,False,False
641,Zone 2,20,38,Unmarried,19,237,College degree,No,Male,No,Yes,Yes,Total service,No,0,60,39.0,1441.7140992894902,0.8874086601406802,0.1125913398593198,417.26175227773507,True,False,False
642,Zone 1,19,33,Married,11,22,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1197.8495637617882,0.9373868986373965,0.06261310136260345,322.3511023321559,True,False,False
643,Zone 2,49,61,Married,28,21,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1360.999195681618,0.9917608929061463,0.00823910709385367,332.0260616155186,True,False,False
644,Zone 3,3,64,Unmarried,3,9,High school degree,Yes,Male,No,No,No,Basic service,Yes,1,25,16.25,631.8112776595988,0.9261290512181087,0.07387094878189127,178.68901329055674,False,False,False
645,Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,No,Male,Yes,Yes,No,Basic service,Yes,1,25,16.25,403.1515167375716,0.6962317000902882,0.30376829990971177,152.6620881488893,False,True,False
646,Zone 2,38,44,Unmarried,1,50,College degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,792.7812390264821,0.8576278414292015,0.14237215857079855,238.87633732560954,False,False,False
647,Zone 3,42,48,Married,14,27,Some college,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1671.5938623841091,0.9557291872112612,0.04427081278873879,434.06168624545336,True,False,False
648,Zone 1,11,26,Unmarried,2,53,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,897.2372270173146,0.6520150771758018,0.34798492282419824,353.04578367679596,False,True,False
649,Zone 3,27,28,Married,0,58,Some college,No,Male,No,No,No,Plus service,No,0,45,29.25,1079.3764496217962,0.8855826840764637,0.11441731592353632,312.5165171012438,True,False,False
